score	ordklasse	lemma	definition	genprox	kollokation	hyper	ddo_bet	ddo_dannetsemid	ddo_entryid	dn_id
3	sb.	stribe	streg el. lang, smal strimmel som skiller sig ud fra omgivelserne ved farve el. struktur	streg		{form_2}	1	21080783	11050741	49080
4	sb.	stribe	noget der forekommer el. er anbragt som et smalt, aflangt felt	felt			1.a	21080786	11050741	
1	sb.	stribe	distinktion på en uniform der viser bærerens grad	distinktion		{distinktion_2}	1.b	21080787	11050741	8723
4	sb.	stribe	stor mængde af ensartede fænomener	mængde		{antal_1}	2	21080784	11050741	10014
2	sb.	stribe	serie af tegninger der fortæller en lille historie med en morsom pointe, typisk anbragt i firkantede rammer og trykt i en avis el. et blad	serie			3	21080785	11050741	
5	adj.	striks	hård, streng og principfast i sin fremfærd, sine vurderinger, sine bedømmelser osv.	hård		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21080836	11050776	78067
5	adj.	striks	som vidner om el. bærer præg af en sådan adfærd el. holdning	præg			1.a	21080837	11050776	
9	sb.	strimmel	aflangt og smalt (afklippet el. afskåret) stykke af et bøjeligt el. tyndt materiale, fx en madvare, papir el. stof	stykke		{stykke,1_1}	1	21080845	11050783	14537
1	sb.	strimmel	smalt og aflangt stykke land el. jord	stykke			2	21080846	11050783	
2	sb.	strimmel	lang række af fotografiske billeder der ses som en film når de afspilles i hurtig rækkefølge	række			3	21080847	11050783	
1	sb.	strube	den forreste del af halsen, omfattende den nederste del af svælget samt strubehovedet	hals		{del_1}	1	21080891	11050811	4041
1	sb.	strube	hals	hals		{del_1}	1.a	21080892	11050811	4120
10	sb.	struktur	måde som noget er opbygget, organiseret el. sammensat på	måde		{måde_1}	1	21080903	11050824	12214
1	sb.	struktur	orden, styring el. planlægning der kendetegner et forløb	orden		{måde_1}	1.a	21080905	11050824	72617
1	sb.	struktur	genstand, del el. fænomen med en særlig opbygning el. form	genstand		"{effekt_3; genstand_1; ting,1_1}"	1.b	21080906	11050824	77770
1	sb.	struktur	en overflades udformning	udformning		"{beskaffenhed_1; egenskab_1; side_7_1}"	2	21080904	11050824	67601
1	sb.	stråle	(tænkt) linje el. smal stribe af lys der udgår fra en lyskilde	stribe		"{foreteelse_1; fænomen_1}"	1	21081071	11050912	47378
1	sb.	stråle	(en enkelt) elektromagnetisk bølge el. strøm af partikler der overfører energi	bølge		{bølgebevægelse_1}	1.a	21081074	11050912	37272
2	sb.	stråle	strøm af ioniserende stråling der bruges til kræftbehandling	strøm			1.b	21081075	11050912	
1	sb.	stråle	noget der minder om en stråle ved at være én af et antal rette linjer der breder sig i forskellige retninger fra et centrum	stråle			1.c	21081076	11050912	
4	sb.	stråle	smal strøm af væske e.l. der presses gennem en snæver åbning og bevæger sig gennem luften	strøm		"{foreteelse_1; fænomen_1}"	2	21081072	11050912	63287
1	sb.	stråle	hver af de hårlignende lameller der sidder fast på hver side af en fuglefjers skaft	lameller			3	21081073	11050912	
5	vb.	stråle	udsende stærkt lys, skinne med smuk og stærk glans	udsende		{lyse_1}	1	21081079	11050913	70143
5	vb.	stråle	fremstå lysende, klart og smukt	fremstå			1.a	21081080	11050913	
2	vb.	stråle	brede sig som stråler ud fra et centrum	brede			1.b	21081081	11050913	
10	vb.	stråle	udtrykke glæde, energi og livlighed	udtrykke			1.c	21081082	11050913	
12	vb.	strække	rette en legemsdel ud i sin fulde længde, fx for at modvirke ømhed el. stivhed i musklerne	rette		{rette,2_3}	1	21080977	11050865	44992
2	vb.	strække	få til at vare længere end normalt el. forventet	få			3.c	21080988	11050865	
3	vb.	strække	dække el. omfatte som udbredelsesområde	dække			4	21080980	11050865	45627
2	vb.	strække	gøre mere omfattende el. vidtrækkende end hidtil	gøre			4.a	21080989	11050865	
4	vb.	strække	slå, slynge el. på anden måde få til at ligge udstrakt på underlaget	slå		{slå,2_1}	5	21080981	11050865	28213
5	vb.	strække	rette en legemsdel ud og føre den i en bestemt retning, fx som hilsen el. forsonende gestus eller for at række ud efter noget	rette		{rette,2_3}	1.a	21080982	11050865	44993
5	vb.	strække	være imødekommende og vise vilje til samarbejde el. forsoning	være			1.b	21080983	11050865	
3	vb.	strække	gøre et elastisk el. blødt materiale længere, bredere el. helt stramt ved at trække i det	gøre			1.c	21080984	11050865	
6	vb.	strække	være til stede i tilstrækkeligt omfang el. i tilstrækkelig mængde til at kunne forslå el. bruges i et stykke tid	være			2	21080978	11050865	
3	vb.	strække	få til at forslå el. vare længere, fx ved at økonomisere el. ved at tilsætte en billigere ingrediens	få			2.a	21080985	11050865	
5	vb.	strække	dække el. brede sig ud over et vist område	dække			3	21080979	11050865	
3	vb.	strække	vokse el. brede sig i en bestemt retning	lade			3.a	21080986	11050865	
9	vb.	strække	vare, omfatte el. gælde et vist tidsrum	vare		{vare,3_1}	3.b	21080987	11050865	29068
7	vb.	strø	fordele noget, fx sand el. korn, ud over et område ved at lade det falde lidt efter lidt el. kaste det ud i forskellige retninger	fordele		"{fordele_1_2; sprede_2}"	1	21081005	11050872	44749
2	vb.	strø	sprede strøelse på gulvet under husdyr	sprede			1.a	21081006	11050872	
3	vb.	strø	få til at ligge spredt i stort tal, uddele i stor mængde	få			1.b	21081007	11050872	
1	sb.	strøm	væske (ofte vand) el. luft der bevæger sig af sted i en glidende bevægelse med en vis fart	mængde			1	21081017	11050878	41523
8	sb.	strøm	personer, genstande el. fænomener der følger uafbrudt efter hinanden ligesom væske el. luft der bevæger sig glidende af sted	person		"{gruppe_1; samling_3}"	1.a	21081020	11050878	6923
8	sb.	strøm	den dominerende måde at tænke el. handle på	måde			1.b	21081021	11050878	
3	sb.	strøm	væskes el. lufts glidende bevægelse i en bestemt retning	bevægelse			2	21081018	11050878	37161
5	sb.	strøm	elektroners bevægelse i en elektrisk leder	bevægelse			3	21081019	11050878	37162
11	vb.	strømme	flyde hurtigt el. i stor mængde	flyde		{flyde_1}	1	21081037	11050889	44126
2	vb.	strømme	bevæge sig hurtigt og glidende fra el. til et bestemt sted	bevæge		{bevæge_4_1: bevæge sig}	1.a	21081039	11050889	30235
2	vb.	strømme	trænge frem, ofte intenst el. overvældende	trænge		{trænge_2}	1.b	21081040	11050889	45780
7	vb.	strømme	bevæge sig af sted, komme i stort antal	bevæge		{bevæge_4_1: bevæge sig}	2	21081038	11050889	30234
5	sb.	student	person der (netop) har bestået studentereksamen	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1	21081111	11050938	5931
4	sb.	student	person der studerer	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	2	21081112	11050938	5872
12	sb.	stue	rum i en bolig, indrettet til at opholde sig i om dagen og om aftenen	rum		"{opholdsrum_1; værelse_1}"	1	21081178	11050987	5789
1	sb.	stue	bolig, hjem	bolig		"{beboelse_1; beboelse_1_2; bolig_1; domicil_1_1; hytte,1_1_2; våning_1}"	1.a	21081183	11050987	1923
3	sb.	stue	rum på et hospital hvor en el. flere patienter er indlagt	rum		{værelse_1_2}	2	21081179	11050987	8322
1	sb.	stue	beboelsesrum på en institution, en kaserne e.l.	beboelsesrum		{beboelsesrum_1}	2.a	21081184	11050987	61817
3	sb.	stue	den etage i en bygning hvis gulv ligger lidt over el. i omtrent samme højde som jorden omkring bygningen	etage		"{etage_1_1; etage_1_3}"	3	21081180	11050987	4809
1	sb.	stue	afdeling i en vuggestue, børnehave e.l. hvortil en bestemt gruppe børn og pædagoger er knyttet	afdeling		{afdeling_1}	4	21081181	11050987	17452
2	sb.	stue	rum med en særlig funktion, fx på en arbejdsplads	rum		{rum,1_1}	5	21081182	11050987	8324
1	sb.	stuepige	(ung) kvinde der er ansat i en større husholdning med opgaver som fx rengøring, borddækning, servering og opvask	kvinde		"{dame_1; damemenneske_1; fruentimmer_1; hunkøn_1_2; kvinde_1; kvindemenneske_1}"	1	21081196	11050997	3896
1	sb.	stuepige	kvinde der er ansat til at rede senge, gøre rent m.m. på et hotel e.l.	kvinde		"{dame_1; damemenneske_1; fruentimmer_1; hunkøn_1_2; kvinde_1; kvindemenneske_1}"	2	21081197	11050997	3898
3	sb.	stueplante	plante der kan trives inden døre i urtepotte	plante		"{plante,1_1; plantevækst_2; plantesort_0}"	1	21081198	11050998	938
1	sb.	stueplante	person der trives bedst med at være inden døre og sjældent går ud	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1.a	21081199	11050998	6410
8	sb.	stump	lille del el. rest af noget større el. mere omfattende	del		{del_1}	1	21081216	11051009	12212
4	sb.	stump	ganske lille mængde fast materiale	mængde		"{kvantitet_1; mængde_1}"	2	21081217	11051009	9970
3	sb.	stump	lille menneske	menneske		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	3	21081218	11051009	5477
32	sb.	stykke	del som er skåret, brækket, klippet el. revet løs fra en større helhed	del		{del_1}	1	21081265	11051034	14177
1	sb.	stykke	selvstændig, sammenhængende helhed betragtet som den måde hvorpå en ting fremtræder	helhed			4.c	21081277	11051034	78573
1	sb.	stykke	ting af stof el. klæde	ting			4.d	21081278	11051034	39044
0	sb.	stykke	produkt af kunstnerisk el. andet åndeligt arbejde	produkt		{produkt_1}	5	21081269	11051034	28274
2	sb.	stykke	litterært dramatisk værk der er skrevet til at blive opført på en scene, i radio el. i tv	værk		{værk,1_1_1}	5.a	21081279	11051034	15432
2	sb.	stykke	musikalsk værk	værk		{værk,1_1_1}	5.b	21081280	11051034	15433
2	sb.	stykke	afgrænset del af en tekst	del			5.c	21081281	11051034	78574
2	sb.	stykke	afsnit el. underafsnit i en paragraf, fx i en lov	afsnit		{afsnit_1}	5.d	21081282	11051034	38589
1	sb.	stykke	fin el. sjælden genstand, fx en museumsgenstand	genstand		"{raritet_1; sjældenhed_1_1}"	6	21081270	11051034	15777
2	sb.	stykke	opstilling af to el. flere tal forbundet med operatorer (plus, minus, gangetegn el. divisionstegn) som forelægges elever ved undervisning i regning el. matematik	opstilling		{opstilling_2_1}	7	21081271	11051034	59182
3	sb.	stykke	tynd og flad del af et brød, skåret med en kniv	del		{skive,1_1}	1.a	21081272	11051034	48798
2	sb.	stykke	naturlig del af en helhed	del		{del_1}	2	21081266	11051034	14178
6	sb.	stykke	del af et (dyrket) område	del		{areal_2}	2.a	21081273	11051034	35533
20	sb.	stykke	(vej)strækning el. afstand af ubestemt el. unøjagtigt angivet længde	strækning		{strækning_1}	3	21081267	11051034	36802
6	sb.	stykke	periode af ubestemt el. unøjagtigt angivet varighed	periode		"{periode_1; tid_1; tidsrum_1}"	3.a	21081274	11051034	20970
21	sb.	stykke	en enkelt ting af en vis art, et enkelt eksemplar	ting		"{effekt_3; genstand_1; ting,1_1}"	4	21081268	11051034	49018
5	sb.	stykke	person, individ	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	4.a	21081275	11051034	6918
3	sb.	stykke	en vis mængde af noget	mængde		"{kvantitet_1; mængde_1}"	4.b	21081276	11051034	10004
2	sb.	styre	udøvelse af den politiske ledelse i et land e.l.	udøvelse		{udøvelse_1}	1	21081320	11051055	60746
6	sb.	styre	organiseret gruppe af personer der har den politiske ledelse i et land e.l.	gruppe		"{gruppe_1; samling_3}"	1.a	21081321	11051055	5710
6	sb.	styre	politisk styreform	styreform			1.b	21081322	11051055	53419
2	sb.	styrke	fysisk el. psykisk kraft hos et menneske (el. et dyr)	kraft		"{dygtighed_1_1; evne,1_1_1; kapacitet_1_1; kunnen_1; nemme,1_1; sans,1_2; streng,1_2_1; talent,1_1}"	1	21081366	11051073	21827
1	sb.	styrke	grad af lysets brydning i brilleglas, tilpasset bærerens øjne	brydning			4.a	21081375	11051073	
1	sb.	styrke	lydniveau for en lydkilde, fx en højttaler	lydniveau		{styrke,1_4}	4.b	21081376	11051073	21830
2	sb.	styrke	muskelkraft	muskelkraft			1.a	21081370	11051073	
5	sb.	styrke	psykisk kraft el. modstandsevne, intellektuel evne	kraft		{kraft_1}	1.b	21081371	11051073	31240
3	sb.	styrke	stærk kraft, vægt el. betydning der kendetegner et samfund, en virksomhed, et fænomen, et forhold e.l.	kraft		{kraft_1}	1.c	21081372	11051073	31241
5	sb.	styrke	fortrin, kvalitet	fortrin		"{beskaffenhed_1; egenskab_1; side_7_1}"	1.d	21081373	11051073	21671
1	sb.	styrke	en tings evne til at modstå (hårde) fysiske påvirkninger	evne		"{beskaffenhed_1; egenskab_1; side_7_1}"	2	21081367	11051073	26136
15	sb.	styrke	enhed af personel og udrustning sammensat til et bestemt militært formål	enhed		{enhed_2_1}	3	21081368	11051073	36940
1	sb.	styrke	organiseret gruppe personer	gruppe		"{gruppe_1; samling_3}"	3.a	21081374	11051073	5713
13	sb.	styrke	intensitet, størrelse el. grad	intensitet		"{beskaffenhed_1; egenskab_1; side_7_1}|{kvantitet_1; mængde_1}"	4	21081369	11051073	"67603;8524"
31	vb.	stå	holde kroppen i oprejst, lodret stilling i hele sin længde mens vægten hviler på strakte ben, opholde sig et sted i en sådan stilling	holde		"{befinde_2: befinde sig; opholde_2: opholde sig}"	1	21081721	11051228	289
16	vb.	stå	være anrettet el. fremstå på en bestemt måde, være i en vis tilstand	være			3.a	21081739	11051228	
10	vb.	stå	være i en udstrakt el. stiv tilstand el. stilling	være			3.b	21081740	11051228	
6	vb.	stå	være anbragt, fx med henblik på økonomisk sikring	være			3.c	21081741	11051228	
2	vb.	stå	befinde sig på himlen	befinde		"{befinde_2: befinde sig; opholde_2: opholde sig}"	3.d	21081742	11051228	70950
2	vb.	stå	befinde sig i en ubevægelig position i luft el. vand	befinde		"{befinde_2: befinde sig; opholde_2: opholde sig}"	3.e	21081743	11051228	70951
8	vb.	stå	være skrevet, optegnet el. registreret	være			4	21081724	11051228	
8	vb.	stå	være planlagt, i udsigt el. undervejs	være			4.a	21081744	11051228	
2	vb.	stå	være beregnet for, være forbundet med el. stærkt præge	være			4.b	21081745	11051228	
2	vb.	stå	være indeholdt el. (forsøgt) udtrykt i en tekst, udtalelse e.l.	være			4.c	21081746	11051228	
9	vb.	stå	blive opfattet el. fremstå for ens tanker el. sanser på en bestemt måde	blive		"{forefalde_3; forekomme_1; syne,2_1; synes_1_1}"	4.d	21081747	11051228	46196
11	vb.	stå	udføre en bestemt, sædvanemæssig aktivitet el. funktion, evt. i oprejst stilling	udføre			1.a	21081733	11051228	
2	vb.	stå	fremtræde på en karakteristisk el. markant måde i en bestemt sammenhæng	optræde		{optræde_2}	4.e	21081748	11051228	45142
2	vb.	stå	være medlem af en forening	være			4.f	21081749	11051228	
4	vb.	stå	fastholde en mening, holdning el. udtalelse (trods pres el. modgang)	fastholde		{fastholde_1}	5	21081725	11051228	72826
7	vb.	stå	være en kendsgerning, ikke være til at komme udenom el. ændre	være			5.a	21081750	11051228	
2	vb.	stå	stadig findes el. eksistere (trods pres, modgang, slid e.l.)	findes			5.b	21081751	11051228	
11	vb.	stå	indgå i en funktion el. et forhold til noget el. nogen, være i et (styrke)forhold til nogen	indgå			6	21081726	11051228	
4	vb.	stå	have en bestemt rolle i forhold til nogen	have			6.a	21081752	11051228	
12	vb.	stå	træde ind i, ud af, op på el. ned fra et transportmiddel, en forhøjning e.l.	træde			7	21081727	11051228	
3	vb.	stå	forekomme i en vis, ofte overvældende mængde	forekomme			8	21081728	11051228	
2	vb.	stå	blive afsondret el. udskilt i stor mængde	blive		{blive_2}	8.a	21081753	11051228	46197
25	vb.	stå	befinde sig i en bestemt situation el. tilstand, fx i forhold til en forestående handling el. et fremtidigt forløb	befinde			1.b	21081734	11051228	
2	vb.	stå	blive udtalt el. ytret i stor mængde	blive		{blive_2}	8.b	21081754	11051228	46198
2	vb.	stå	bevæge sig i en bestemt retning	bevæge		{bevæge_4_1: bevæge sig}	9	21081729	11051228	30241
9	vb.	stå	(begynde at) sejle, bevæge sig i vand	sejle		"{sejle_1; sejle_1_3; sejle_1_4}"	9.a	21081755	11051228	44669
2	vb.	stå	foregå, finde sted	foregå			10	21081730	11051228	
2	vb.	stå	blive spillet el. udkæmpet	blive		{foregå_1}	10.a	21081756	11051228	46199
2	vb.	stå	være præget af manglende udvikling, aktivitet e.l.	være			10.b	21081757	11051228	
2	vb.	stå	forholde sig	forholde			11	21081731	11051228	
1	vb.	stå	være stillingen i el. resultatet af en kamp el. et opgør	være			11.a	21081758	11051228	
5	vb.	stå	passe på en bestemt måde sammen med nogen el. noget	passe			12	28110076	11051228	
3	vb.	stå	være værd, koste	være			13	21081732	11051228	
6	vb.	stå	være ved at overgå til en ny opgave el. funktion, have i udsigt	være			1.c	21081735	11051228	
6	vb.	stå	være i en anvendelig el. fritstillet position el. tilstand	være			1.d	21081736	11051228	
8	vb.	stå	være præget af høj el. hektisk aktivitet	være			1.e	21081737	11051228	
6	vb.	stå	glide el. køre på ski, rulleskøjter el. andet udstyr beregnet til sport el. fritid	glide			1.f	21081738	11051228	47428
15	vb.	stå	bruges for at angive at en bestemt tilstand el. handling (som udtrykkes af et andet verbum) er vedvarende, er ved at foregå el. foregår over længere tid	?			2	21081722	11051228	
5	vb.	stå	være anbragt eller have sin naturlige el. selvfølgelige plads et bestemt sted, befinde sig	være		{være_1_2}	3	21081723	11051228	46745
17	sb.	stål	hårdt og stærkt metal som består af jern legeret med bl.a. kulstof, og som kan støbes el. smedes til bygningsdele, maskindele, brugsgenstande m.m.	metal		{metal_1}	1	21081816	11051233	34614
1	sb.	stål	bruges om personers viljestyrke, handlekraft, principfasthed e.l.	viljestyrke			1.a	21081818	11051233	
